frame_idx,t_frame_ns
0,360569022231800
1,360569227926100
2,360569436412900
3,360569628018700
4,360569836324900
5,360570044422100
6,360570235691200
7,360570444338100
8,360570652248700
9,360570845652500
10,360571052348600
11,360571260453400
12,360571451861100
13,360571660655100
14,360571868378900
15,360572060495400
16,360572268557500
17,360572476926400
18,360572667970400
19,360572876405200
20,360573084739400
21,360573276633500
22,360573484142600
23,360573692203300
24,360573884518600
25,360574092576400
26,360574300452800
27,360574492847100
28,360574700650100
29,360574908261400
30,360575100657600
31,360575308842400
32,360575516693200
33,360575708704500
34,360575916943600
35,360576124403100
36,360576332745600
37,360576524968600
38,360576732736600
